AGRICULTURE,MADHYA PRADESH,asking about okra cultivation,ansgiven in detail about okra cultivation
AGRICULTURE,MADHYA PRADESH,TIME OF PLANTING,BEST PLANTED IN THE BEGINING OF MONSOON IN THE MONTH OF JUNE -JULY
AGRICULTURE,MADHYA PRADESH,method of mushroom cultivation in summer season,answer given in details 
AGRICULTURE,MADHYA PRADESH,Test Call,Test Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,farmer would be like wants to know about formation of self help group and their importance,answer given in details aboutr procedure of formation of shelp help group
AGRICULTURE,MADHYA PRADESH,NO,DISCONNECT
AGRICULTURE,MADHYA PRADESH,method of mushroom cultivation in summer season,answer given in details 
AGRICULTURE,MADHYA PRADESH,Test Call,Test Call
AGRICULTURE,MADHYA PRADESH,IRRIGATION MANAGEMENT IN ROSE PLANT,ANSWER GIVEN IN DETAILS
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,bacterial wilt resistant varities of tomato,utkal kumari bt-2 etc
AGRICULTURE,MADHYA PRADESH,Test Call,Test Call
AGRICULTURE,MADHYA PRADESH,Test Call,Test Call
AGRICULTURE,MADHYA PRADESH,bacterial wilt resistant varities of tomato,utkal kumari bt-2 etc
AGRICULTURE,MADHYA PRADESH,VARIETY OF PAPAYA,TO USE RESISTANT VCARIETY LIKE PUSA DWARF PUSA NATA
AGRICULTURE,MADHYA PRADESH,Test Call,Test Call
AGRICULTURE,MADHYA PRADESH,LEAF CATERPILLER IN PUMPKIN,SPRAY CARBARIL25GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,LATE BLIGHT OF POTATO,SPRAY IN INDOFIL M-452GMLIT OF WATER
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,WEED CONTROL OF PADDY,APPLY PROPANIL  8 LIT 3 KG ai HERBICIDE IN 400-600 LIT OF WATERHA
AGRICULTURE,MADHYA PRADESH,FAST GROWING TREE IN SANTHAL PRAGANA REGION ,BAKAIN BABUL SIRIS KARANJ NEEM ETC
AGRICULTURE,MADHYA PRADESH,CONTROLL METHOD OF CITRUS LEAF MINER ,SPRAY OF 2NEAM SEED EXTRACT HAS BEEN FOUND QUITE EFFECTIVE AND SAFE 
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,CONTROLL METHOD OF LITCHI BUG ,SPRAY 125 LIT OF MONOCROTOPHOS 40 EC OR 25 LIT OF DIMETHOATE 30 EC IN 250 LIT OF WATER HA
AGRICULTURE,MADHYA PRADESH,Wrong Number,Wrong Number
AGRICULTURE,MADHYA PRADESH,Call disconnected,Call disconnected
AGRICULTURE,MADHYA PRADESH,CONTROLL METHOD OF LITCHI BUG ,SPRAY 125 LIT OF MONOCROTOPHOS 40 EC OR 25 LIT OF DIMETHOATE 30 EC IN 250 LIT OF WATER HA
AGRICULTURE,MADHYA PRADESH,Test Call,Test Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,details about marry gold cultivatin,answer given in detail about marry gold cultivation
AGRICULTURE,MADHYA PRADESH,Blank call,Blank call
AGRICULTURE,MADHYA PRADESH,LEAF HOPPER OF MARIGOLD,SPRAY CARBARYL  2 GMLIT OF WATER
AGRICULTURE,MADHYA PRADESH,WEATHER REPORT OF GODDA,GIVEN 5 DAYS DETAILS ABOUT THE WEATHER OF GODDA
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Test Call,Test Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,details about marry gold cultivatin,answer given in detail about marry gold cultivation
AGRICULTURE,MADHYA PRADESH,farmer would be like wants know about seed bed preparation of tomato,answering in details about seed bed preparation
AGRICULTURE,MADHYA PRADESH,LATE BLIGHT OF POTATO,SPRAY IN INDOFIL M-452GMLIT OF WATER
AGRICULTURE,MADHYA PRADESH,LATE BLIGHT OF POTATO,SPRAY IN INDOFIL M-452GMLIT OF WATER
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT LATEST 3-5 DAY WEATHER IN RAMGARH AREA,ANSWER GIVEN IN DETAILS 
AGRICULTURE,MADHYA PRADESH,KHAIRA DISEASE OF PADDY,SPRAY 5 GM ZINC SULPHATE  25 GM LIME LIT OF WATER
AGRICULTURE,MADHYA PRADESH,TERMITE EFFECTED THE GROUNDNUT CROP,SPRAY CHLOROPYRIPHOS  5MLLT OF WATER
AGRICULTURE,MADHYA PRADESH,TODAYS WEATHER CONDITION,Rain 100 chance of precipitation
AGRICULTURE,MADHYA PRADESH,Test Call,Test Call
AGRICULTURE,MADHYA PRADESH,Test Call,Test Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,Call Disconnected,Call Disconnected
AGRICULTURE,MADHYA PRADESH,FUNGAL PROBLEM IN PUMPKIN,SPRAY CARBENDAZIM 2GM LITOF WATER
AGRICULTURE,MADHYA PRADESH,CUT WORM IN PADDY CROP,SPRAY QUINOLPHOS15MLLITOF WATER
AGRICULTURE,MADHYA PRADESH,VARITIES OF WHEAT,VARITIES ARE HD-2733PVW-343HP-1731K-9107 HP-1761RW-346  K-307
AGRICULTURE,MADHYA PRADESH,ISECTS PROBLEM OF RICE,SPRAYCHLORIPYRIPHOUS15MLLIT WATER
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT SOWING SEASON OF LENTIL,SOWING TIME IN THE MONTH OF 15 OCT-25 NOVEMBER
AGRICULTURE,MADHYA PRADESH,VARITIES AREBR-25PANT L-406K-75,
AGRICULTURE,MADHYA PRADESH,MAKE SOLUTION AGLOL5GMLIT OF WATER TILL 10 MIN,
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT WEATHER CONDITIONS,ANSWER GIVEN IN DETAILS
AGRICULTURE,MADHYA PRADESH,FERTILIZER REQUIREMENT IN MANGO,FERTILIZER ARE HAVING N:P:K  1000:300:700 GMPLANT ALONG WITH 45 KGCOMPOST MAINURES
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT YELLOWING IN WEAT LEAVES,SPRAY 2 UREA SOLUTION
AGRICULTURE,MADHYA PRADESH,ALTERNARIA BLIGHT IN WHEAT,SPRAY BAVISTIN 25GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,WEED PROBLEM IN WHEAT,SPRAY ISOPROTURON1KG600-700LIT OF WATERHECT
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT WEATHER CONDITION,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT VASUDHA CENTER,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT VASUDHA CENTER,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,LEAF BLIGHT,SPRAY ENDOPHIL M-452GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,LATE BLIGHT IN POTATO,SPRAY RIDOMIL2 GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,STEM BORER IN MANGO,SPRAY CARBARIL25 HMLITOF WATER
AGRICULTURE,MADHYA PRADESH,LEAF BLIGHT,SPRAY ENDOPHIL M-452GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,LATE BLIGHT OF LENTIL,SPRAYING ENDOFIL M-452GM 
AGRICULTURE,MADHYA PRADESH,LATE BLIGHT OF POTATO,SPRAYING ENDOFIL M-452GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,LATE BLIGHT OF POTATO,SPRAYING ENDOFIL M-452GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT COW RELATED PROBLEM,GIVEN TO THE FARMER NOOF LEVEL-2
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT SPRINKLER MACHINERY,CONTACT TO HIS DAO
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT WEATHER CONDITION,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,KNOWLEDGE ABOUT STORAGE OFTURMERIC,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,TEST,SOLVE
AGRICULTURE,MADHYA PRADESH,PLS TELL ME IRRAGATION TIME IN WHEAT CROP,4 TIME IRRAGATION
AGRICULTURE,MADHYA PRADESH,DISCONNECTED,DISCONNECTED
AGRICULTURE,MADHYA PRADESH,MANGO MAIN INSECT,MONOCROTOPHOS 2mlLit OF WATER KA SPRAY KARAIN
AGRICULTURE,MADHYA PRADESH,LEAF HOPPER OF MARIGOLD,SPRAY CARBARYL  2 GMLIT OF WATER
AGRICULTURE,MADHYA PRADESH,test,yes
AGRICULTURE,MADHYA PRADESH,DISCONNECTED,DISCONNECTED
AGRICULTURE,MADHYA PRADESH,DISCONNECTED,DISCONNECTED
AGRICULTURE,MADHYA PRADESH,test call,test
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,seed rate and sowing season of bitter gourd,seed rate-15 to 2 kg per acre and sowing month jan- feb
AGRICULTURE,MADHYA PRADESH,seed rate and sowing season of bitter gourd,seed rate-15 to 2 kg per acre and sowing month jan- feb
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,blank call,blank call
AGRICULTURE,MADHYA PRADESH,mushroom procesing procedure,answer given details about mushroom procesing methodos
AGRICULTURE,MADHYA PRADESH,mushroom procesing procedure,answer given details about mushroom procesing methodos
AGRICULTURE,MADHYA PRADESH,cultivation of coconut,ansswer given in details
AGRICULTURE,MADHYA PRADESH,cultivation of coconut,ansswer given in details
AGRICULTURE,MADHYA PRADESH,BLANK CALL,BLANK CALL
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,BLANK CALL,BLANK CALL
AGRICULTURE,MADHYA PRADESH,CONTROLL METHOD OF FRUIT DROP IN COCONUT,ANSWER GIVEN IN DETAILS 
AGRICULTURE,MADHYA PRADESH,ROOT ROT OF PUMPKIN,SPRAY COPPER-OXYCHLORIDE  4 GM  LIT OF WATER
AGRICULTURE,MADHYA PRADESH,CONTROL OF JASSIDS OF SUNFLOWER,SPRAY MONOCROTOPHOS  15 MLLIT OF WATER
AGRICULTURE,MADHYA PRADESH,FRUIT DROOPING OF MANGO,SPRAY PLANOFIX  1 ML  4 LIT IN WATER
AGRICULTURE,MADHYA PRADESH,FRUIT ROT DISEASE IN GUAVA,SPRAY CARBENDAZIM  1 MLLT OF WATER
AGRICULTURE,MADHYA PRADESH,CONTROLL METHOD OF FRUIT DROP IN COCONUT,ANSWER GIVEN IN DETAILS 
AGRICULTURE,MADHYA PRADESH,controll method of red rot in sugar cane,answer given in details 
AGRICULTURE,MADHYA PRADESH,sowing distance of okra cultivation in rainy season ,row to row distance -50-60cm and plant to plant distance 25- 30 cm 
AGRICULTURE,MADHYA PRADESH,method of mango cultivation,answer given in drtails 
AGRICULTURE,MADHYA PRADESH,THE LOWER LEAVES YELLOW WILT AND DIE,NO1USE SEED FROM HEALTHY PLANT ONLY NO2ROTATING CROP TO DECREASE THE FUNGUS POPULATION NO3 GROW RESISTANT CULTIVAR EX MARGLOBERUTGERS ETC
AGRICULTURE,MADHYA PRADESH,BRINJAL WILT,NO1- WILT RESISTANT CULTIVAR GROW NO2DEEP SUMMER PLOUHGING NO3CROP ROTATION NO4SEED TRETMENT WITH TRICHODERMA VIRDE
AGRICULTURE,MADHYA PRADESH,MUSHROOM CULTIVATION,ANSGIVEN IN DETAIL ABOUT MUSHROOM PRODUCTION
AGRICULTURE,MADHYA PRADESH,DRY ROOT ROT IN LEMON,Foliar sprays with Urea 45 kg in 450 litres of water may reduce the disease incidence
AGRICULTURE,MADHYA PRADESH,PEA POD BORER FEED ON POD POD UNFIT FOR CONSUMPTION,SPRAY MALATHION 01 OR SEVIN 02 PER LIT WATER AT 7 DAY INTERVAL
AGRICULTURE,MADHYA PRADESH,VARITIES OF FRENCHBEAN,ANSARKA KOMALCONTENDERPANT ANUPAMAPOLYTYPEBUSHTYPEETC
AGRICULTURE,MADHYA PRADESH,MANGO ORCHARD MANAGEMENT,ANSGIVEN IN DETAIL ABOUT MANGO ORCHARD MANAGEMENT
AGRICULTURE,MADHYA PRADESH,THE LOWER LEAVES YELLOW WILT AND DIE,NO1USE SEED FROM HEALTHY PLANT ONLY NO2ROTATING CROP TO DECREASE THE FUNGUS POPULATION NO3 GROW RESISTANT CULTIVAR EX MARGLOBERUTGERS ETC
AGRICULTURE,MADHYA PRADESH,DRY ROOT ROT IN LEMON,Foliar sprays with Urea 45 kg in 450 litres of water may reduce the disease incidence
AGRICULTURE,MADHYA PRADESH,PEA POD BORER FEED ON POD POD UNFIT FOR CONSUMPTION,SPRAY MALATHION 01 OR SEVIN 02 PER LIT WATER AT 7 DAY INTERVAL
AGRICULTURE,MADHYA PRADESH,BRINJAL WILT,NO1- WILT RESISTANT CULTIVAR GROW NO2DEEP SUMMER PLOUHGING NO3CROP ROTATION NO4SEED TRETMENT WITH TRICHODERMA VIRDE
AGRICULTURE,MADHYA PRADESH,MUSHROOM CULTIVATION,ANSGIVEN IN DETAIL ABOUT MUSHROOM PRODUCTION
AGRICULTURE,MADHYA PRADESH,droping problem in mango,to spray planophix 1ml45litre of water
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Test Call,Test Call
AGRICULTURE,MADHYA PRADESH,seed rate and sowing season of bitter gourd,seed rate-15 to 2 kg per acre and sowing month jan- feb
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,mushroom procesing procedure,answer given details about mushroom procesing methodos
AGRICULTURE,MADHYA PRADESH,cultivation of coconut,ansswer given in details
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,FARMER WOULD BE LIKE WANTS 6TO KNOW ABOUT BEE KEEPING,ANSWER GIVEN IN DETAIL ABOUT BEE KEEPING
AGRICULTURE,MADHYA PRADESH,FARMER WOULD BE LIKE WANTS 6TO KNOW ABOUT BEE KEEPING,ANSWER GIVEN IN DETAIL ABOUT BEE KEEPING
AGRICULTURE,MADHYA PRADESH,FERTILIZER REQUIREMENT IN MANGO,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,PREVETIVE MEASURES OF CORIANDER,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,farmer would be like wants to know about formation of self help group and their importance,answer given in details aboutr procedure of formation of shelp help group
AGRICULTURE,MADHYA PRADESH,BLOAT OF A COW,TO FED BLOTOSIL 100 ML ORALLY AS SINGLE DOSE  CONTACT TO VET DOC FOR FURTHER TREATMENT
AGRICULTURE,MADHYA PRADESH,CONTROLL METHOD OF APHID ,SPRAY 150 TO 170 LIT OF DIMETHOATE 30 EC OR 125 LIT OF OXYDEMETON METHYL IN 250 LIT OF WATER HA
AGRICULTURE,MADHYA PRADESH,Wrong Number,Wrong Number
AGRICULTURE,MADHYA PRADESH,VARITIES OF FRENCHBEAN,ANSARKA KOMALCONTENDERPANT ANUPAMAPOLYTYPEBUSHTYPEETC
AGRICULTURE,MADHYA PRADESH,Blank Call,Blank Call
AGRICULTURE,MADHYA PRADESH,EARLY VARIETIES OF POTATO,KUFARI CHANDRAMUKHI
AGRICULTURE,MADHYA PRADESH,EARLY VARIETIES OF POTATO,KUFARI CHANDRAMUKHI
AGRICULTURE,MADHYA PRADESH,Wrong Number,Wrong Number
AGRICULTURE,MADHYA PRADESH,VARITIES OF FRENCHBEAN,ANSARKA KOMALCONTENDERPANT ANUPAMAPOLYTYPEBUSHTYPEETC
AGRICULTURE,MADHYA PRADESH,varieties of tomato,pusa rubipusa early dwarf
AGRICULTURE,MADHYA PRADESH,varieties of tomato,pusa rubipusa early dwarf
AGRICULTURE,MADHYA PRADESH,sowing month of papaya fruit plant in ranchi condition ,june- july  feb -march
AGRICULTURE,MADHYA PRADESH,FRUTING PROBLEM IN LEMON,SRAYING BLITOX3GMLIT
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT KISSAN CREDIT CARD,CONTACT TO HIS DAO
AGRICULTURE,MADHYA PRADESH,SOWING TIME OF MAIZE,SOWING IN THE MONTH OF 15 OCT-20 NOVEMBER
AGRICULTURE,MADHYA PRADESH,insect control in brinjal,apply indsulphan  1-15mlliter of water
AGRICULTURE,MADHYA PRADESH,asking about fertilizer dose of potato,n:p:k-150:90:100kg and10kg forat 10ghac
AGRICULTURE,MADHYA PRADESH,redail kare ,redail kare 
AGRICULTURE,MADHYA PRADESH,ROOT ROTTING IN CAULIFLOWER,SPRAY CARBENDAZIM25GLITOF WATER
AGRICULTURE,MADHYA PRADESH,others state call ,others state call 
AGRICULTURE,MADHYA PRADESH,ROTTING PROBLEM IN CAULIFLOWER SEEDLING,SPRAY SAFF2GLITOF WATER
AGRICULTURE,MADHYA PRADESH,cultivation of onion,answer given in detail
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT VETRINARY RELATED PROBLEM,CONTACT TO HIS DVO
AGRICULTURE,MADHYA PRADESH,FLOWER DROPING IN POMEGRANATE,SPRAY PLANOFIX 1ML45 LITOF WATER
AGRICULTURE,MADHYA PRADESH,DOWNEY MILDEW IN CAULIFLOWER,SPRAY COPPER OXYCHLORIDE 3GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,DRYING OF LENTIL LEAF,SPRAY MENCOZEB  2 GMLIT OF WATER
AGRICULTURE,MADHYA PRADESH,asking about leaf catter pillar,spray monocrotophos15mllit of water
AGRICULTURE,MADHYA PRADESH,PURPLE BLOTCH IN ONION,SPRAY BAVISTIN 25GMLITOF SOAP SOULTION
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT LEAF CATTER PILLAR IN MAIZE,SPRAY  ENDOSULPHON 2MLLIT OF WATER
AGRICULTURE,MADHYA PRADESH,ASKING VABOUT AGRICULTURE LOAN,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,CULTIVATION OF ROSE,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,CUTWORM IN POTATO,SPRAY METASISTOX 15 MLLITOF WATER
AGRICULTURE,MADHYA PRADESH,FROM WHERE ANY TYPE OF,STATE FARM SEED CORPORATION
AGRICULTURE,MADHYA PRADESH,FROM WHERE ANY TYPE OF,STATE FARM SEED CORPORATION
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT KISAN MELA,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,LEAF SPOT IN WHEAT,SPRAY ENDOFIL M-4525 GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,LEAF SPOT IN WHEAT,SPRAY ENDOFIL M-4525 GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT KISAN MELA,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,LEAF SPOT IN WHEAT,SPRAY BAVISTIN25 GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,LEAF SPOT IN WHEAT,SPRAY BAVISTIN25 GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,NOT DEFINED,CALL DISCONNECTED
AGRICULTURE,MADHYA PRADESH,NOT DEFINED,CALL DISCONNECTED
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT AGRILSUB-CD,CONTACT TO HIS ADO
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT AGRILSUB-CD,CONTACT TO HIS ADO
AGRICULTURE,MADHYA PRADESH,FUNGAL PROBLEM IN POTATO,SPRAY ENDOFIL M-45 2GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,FUNGAL PROBLEM IN POTATO,SPRAY ENDOFIL M-45 2GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT PURCHASING OF SPRAYING MACHINE,GIVEN TO THE FARMER ADDRESS OF MACHINERY
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT WEATHER CONDITION,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,PACKAGE  PRACTICESS OF WHEAT,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,SEED GERMINATION PROBLEM IN POTATO,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,YELLOWING  OF LEAVES,SPRAYING 2 UREA SOLUTION
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT INFORMATION OF LATE BLIGHT OF POTATO,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,LATE BLIGHT IN POTATO,SPRAY ENDOFIL M-452 GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT WEATHER CONDITION,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT WEATHER CONDITION,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,BLIGHT DISEASE IN POTATO,SPRAY COPPER OXY-CHLORIDE 3GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,LATE BLIGHT IN POTATO,SPRAY ENDOFIL M-45 2GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,LATE BLIGHT IN POTATO,SPRAY ENDOFIL M-452 GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,LATE BLIGHT IN POTATO,SPRAY RIDOMIL2 GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,LATE BLIGHT IN POTATO,SPRAY ENDOFIL M-452 GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,LATE BLIGHT IN POTATO,SPRAY RIDOMIL2 GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,SHOOT BORER IN MAIZE,SPRAYING THIMATE25 GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,YELLOWING  OF LEAVES,SPRAYING 2 UREA SOLUTION
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT INFORMATION OF LATE BLIGHT OF POTATO,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,LATE BLIGHT IN POTATO,SPRAY ENDOFIL M-452 GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,SHOOT BORER IN LITCHI,SPRAY CARBARIL25 GMLIT OF WATER
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT VETERINARY RELATED PROBLEM,GIVEN TO THE FARMER NOOF LEVEL-2
AGRICULTURE,MADHYA PRADESH,LEAF BLIGHT  IN POTATO,SPRAY ENDOFIL M-452 GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT INSURANCE OF COW,GIVEN TO THE FARMER NOOF LEVEL-2
AGRICULTURE,MADHYA PRADESH,LATE BLIGHT OF POTATO,SPRAY ENDOFIL M-452 GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,YELLOWING LEAVES OF WHEAT,SPRAYING REDOMIL2GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,WEATHER FORCASTING,ANSWER GIVEN IN DEITAILS
AGRICULTURE,MADHYA PRADESH,KNOWLEDGE ABOUT CYCUS PLANT,ANSWER GIVEN IN DEITAILS
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT WEATHER CONDITION,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,LEAF BLIGHT IN CHILLI,SPRAY CARBENDAZIM25GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,LEAF BLIGHT IN  WHEAT,SPRAY BAVISTIN25GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,DIGETION PROBLEM,GIVEN TO DETAILED
AGRICULTURE,MADHYA PRADESH,LATE BLIGHT IN POTATO,SPRAY ENDOFIL M-452GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,FRUIT DROPING IN COCONUT,SOIL-DRENCHING WITH BORAX10GMSALT30GMCARBOFURAN150GMPLANT
AGRICULTURE,MADHYA PRADESH,WEATHER INFORMATION,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,BLIGHT OF POTATO,SPRAYING RIDOMIL25GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,BROWN CATTERPILER IN WHEAT,SPRAY QUINOLPHOS15MLLIT OF WATER
AGRICULTURE,MADHYA PRADESH,PURCHASED IN PUMPINGSET THROUGH NFSM,CONTACT TO HIS B A O
AGRICULTURE,MADHYA PRADESH,PREVETIVE MEASURES OF CORIANDER,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,FLOWER DROPING IN CROP OF PEA,SPRAY COPPER OXYCHLORIDE3GMLITOF WATER
AGRICULTURE,MADHYA PRADESH,RAT PROBLEM IN WHEAT,PROPER USE 2-3 TABLETS OF ALMUNIUM PHOSPHIDE
AGRICULTURE,MADHYA PRADESH,PROBLEM ARE NOT DEFINED,call disconnected
AGRICULTURE,MADHYA PRADESH,YELLOWING LEAF IN WHEAT,SPRAY 2 UREA SOLUTION
AGRICULTURE,MADHYA PRADESH,INSECT PROBLEM IN MANGO,SPRAY INENDOSULPHAN15MLLIT WATER
AGRICULTURE,MADHYA PRADESH,MINIERALS FOOD IN COW,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,NUTRIENT DEFICIENCY IN TOMATO,SOIL APPLICATION IN N:P:K
AGRICULTURE,MADHYA PRADESH,WEATHER FORCASTING,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,VARITIES OF OKRA,VARITIES ARE PUSA SAWNIIHR-31PUSA MAKHMALI
AGRICULTURE,MADHYA PRADESH,FERTILIZER REQUIREMENT IN WHEAT,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,ASKING ABOUT WEATHER CONDITION,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,APHID PROBLEM IN COULIFLOWER,SPRAY DIMITHOATE 15MLLIT OF WATER
AGRICULTURE,MADHYA PRADESH,PACKAGE PRACTICES OF MARIGOLD,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,RAT PROBLEM IN WHEAT,CELFOX TAB3GMLIVING HOLE
AGRICULTURE,MADHYA PRADESH,pls tell me varity of mung,pusavisalpusa bhasaki s-8 pusa-105
AGRICULTURE,MADHYA PRADESH,MUSHROOM TRAINING,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,DAIRY INFORMATION,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,WEATHER FORCASTING,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,MUSHROOM TRAINING,ANSWER GIVEN IN DETAIL
AGRICULTURE,MADHYA PRADESH,CORIANDER CULTIVATION,ANSGIVEN IN DETAIL ABOUT CORIANDER CULTIVATION
AGRICULTURE,MADHYA PRADESH,VARIETIES OF LINSEED,KANKE SAFEDKRISHNA
AGRICULTURE,MADHYA PRADESH,HOW MANY TIMES IRRIGATION SHOULD BE GIVEN IN ROSE PLANT,IN SUMMER TWOSE IN A WEEK AND IN WINTER ONCE IN A WEEK
AGRICULTURE,MADHYA PRADESH,about kissan credit card,answer given in details
